file_name,sheet_name,sheet_rows,sheet_cols,sheet_exported,output_csv
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Logs_and_Checklists_v1.0.xlsx,Enrollment_Log,1,10,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Logs_and_Checklists_v1.0.xlsx,Training_Log,1,8,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Logs_and_Checklists_v1.0.xlsx,Device_Log,1,9,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Logs_and_Checklists_v1.0.xlsx,Deviation_Log,1,10,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Logs_and_Checklists_v1.0.xlsx,Data_Transfer_Log,1,10,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Readiness_Checklist_v1.0_RU.xlsx,Readiness_Checklist,10,7,no,
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Site_Readiness_Checklist_v1.0_RU.xlsx,Screening_Recruitment_Log,1,6,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_EU_SoUP_Register_v1.0.xlsx,SoUP_Register,7,11,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_EU_SoUP_Register_v1.0.xlsx,SBOM_Linkage,3,1,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Document_Register,47,11,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Change_Request_Log,1,13,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,CAPA_Log,1,14,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Complaint_Log,1,13,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Training_Matrix,7,4,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Supplier_Register,1,9,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,PMS_Log,1,11,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Document_Register,47,11,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Document_Register.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Change_Request_Log,1,13,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Change_Request_Log.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,CAPA_Log,1,14,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__CAPA_Log.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Complaint_Log,1,13,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Complaint_Log.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Training_Matrix,7,4,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Training_Matrix.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,Supplier_Register,1,9,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__Supplier_Register.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED.xlsx,PMS_Log,1,11,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_3_Design_and_Manufacturing_Uroflow_QMS_Forms_and_Registers_v1.1_EXECUTED__PMS_Log.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.1_EXECUTED.xlsx,GSPR_Checklist,24,10,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.1_EXECUTED.xlsx,Instructions,8,1,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,GSPR_Checklist,24,15,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,Instructions,8,1,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,Autofill_Summary,19,2,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,GSPR_Checklist,24,18,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Instructions,8,1,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Summary,19,2,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Evidence_Summary,12,2,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,GSPR_Checklist,24,18,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_4_GSPR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__GSPR_Checklist.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Instructions,8,1,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_4_GSPR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Instructions.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Summary,19,2,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_4_GSPR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Autofill_Summary.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/4_GSPR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Evidence_Summary,12,2,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_4_GSPR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Autofill_Evidence_Summary.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Risk_Analysis_HazardLog_FMEA_v1.0.xlsx,HazardLog,13,16,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Risk_Analysis_HazardLog_FMEA_v1.0.xlsx,FMEA,6,15,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Risk_Control_Verification_Matrix_v1.0.xlsx,RiskControls,20,12,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_EU_MDR_Literature_Extraction_Sheet_v1.0.xlsx,Extraction,21,17,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_EU_MDR_Literature_Extraction_Sheet_v1.0.xlsx,CodeLists,6,2,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_SBOM_Template_v1.0.xlsx,SBOM,5,13,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_SBOM_Template_v1.0.xlsx,Instructions,4,1,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_6_Verification_and_Validation_Uroflow_Threat_Model_STRIDE_v1.0__Assets.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_6_Verification_and_Validation_Uroflow_Threat_Model_STRIDE_v1.0__DataFlows.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_6_Verification_and_Validation_Uroflow_Threat_Model_STRIDE_v1.0__Threats.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_6_Verification_and_Validation_Uroflow_Threat_Model_STRIDE_v1.0__Controls.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_6_Verification_and_Validation_Uroflow_Threat_Model_STRIDE_v1.0__Instructions.csv
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_VV_Evidence_Matrix_v1.0.xlsx,EvidenceMatrix,34,12,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_VV_Evidence_Matrix_v1.0.xlsx,Guidance,2,1,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,Complaint_Log,1,14,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,Incident_Log,1,14,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,Trend_Monitoring,1,11,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,Cyber_Vuln_Log,1,12,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,PMS_Review_Minutes,1,11,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,FSCA_Log,1,10,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Forms_and_Registers_v1.0.xlsx,PMCF_Log,1,10,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/EU_MDR_AnnexII_III_Submission_Folder_Index_v2.2.xlsx,Index,43,5,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/EU_MDR_AnnexII_III_Submission_Folder_Index_v2.3.xlsx,Index,43,5,no,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/EU_MDR_AnnexII_III_Submission_Folder_Index_v2.4.xlsx,Index,43,5,yes,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/EU_MDR_AnnexII_III_Submission_Folder_Index_v2.4.xlsx,Index,43,5,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Annex_II_III_Submission_Folder_EU_MDR_AnnexII_III_Submission_Folder_Index_v2.4__Index.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.0_EXECUTED.xlsx,Master_Index,80,10,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.0_EXECUTED.xlsx,Missing,11,5,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.0_EXECUTED.xlsx,Summary,8,2,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Master_Index,80,10,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Missing,11,5,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Summary,8,2,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Master_Index,80,10,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED__Master_Index.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Missing,11,5,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED__Missing.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED.xlsx,Summary,8,2,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_AnnexII_III_Master_Index_v1.1_EXECUTED__Summary.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.0.xlsx,GSPR_Checklist,24,8,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.0.xlsx,Instructions,8,1,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.1_EXECUTED.xlsx,GSPR_Checklist,24,10,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.1_EXECUTED.xlsx,Instructions,8,1,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,GSPR_Checklist,24,15,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,Instructions,8,1,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.2_EXECUTED_AUTO.xlsx,Autofill_Summary,19,2,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,GSPR_Checklist,24,18,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Instructions,8,1,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Summary,19,2,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Evidence_Summary,12,2,yes,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,GSPR_Checklist,24,18,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__GSPR_Checklist.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Instructions,8,1,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Instructions.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Summary,19,2,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Autofill_Summary.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO.xlsx,Autofill_Evidence_Summary,12,2,yes,sheets/Submission_Build_v2.8_06_EU_MDR_Uroflow_EU_MDR_GSPR_Checklist_AnnexI_v1.3_EXECUTED_EVIDENCE_AUTO__Autofill_Evidence_Summary.csv
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Literature_Extraction_Sheet_v1.0.xlsx,Extraction,21,17,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Literature_Extraction_Sheet_v1.0.xlsx,CodeLists,6,2,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Technical_File_Index_AnnexII_III_v1.0.xlsx,Annex_II_Map,7,7,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Technical_File_Index_AnnexII_III_v1.0.xlsx,Annex_III_Map,5,7,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_SoUP_Register_v1.0.xlsx,SoUP_Register,7,11,no,
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_SoUP_Register_v1.0.xlsx,SBOM_Linkage,3,1,no,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/A_Administrative/Uroflow_FDA_Software_Documentation_Index_v1.0.xlsx,FDA_Software_Index,11,7,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/A_Administrative/Uroflow_FDA_Software_Documentation_Index_v1.0.xlsx,FDA_Software_Index,11,7,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_A_Administrative_Uroflow_FDA_Software_Documentation_Index_v1.0__FDA_Software_Index.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Revision_History,2,12,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Revision_History,2,12,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_B_Software_Documentation_Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE__Revision_History.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_B_Software_Documentation_Uroflow_FDA_Software_Revision_History_Log_v1.1_BASELINE__Instructions.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Unresolved_Anomalies,2,12,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Unresolved_Anomalies,2,12,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_B_Software_Documentation_Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE__Unresolved_Anomalies.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE.xlsx,Instructions,2,1,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_B_Software_Documentation_Uroflow_FDA_Unresolved_Anomalies_Log_v1.1_BASELINE__Instructions.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_VV_Evidence_Matrix_v1.0.xlsx,EvidenceMatrix,34,12,no,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_VV_Evidence_Matrix_v1.0.xlsx,Guidance,2,1,no,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_SBOM_Template_v1.0.xlsx,SBOM,5,13,no,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_SBOM_Template_v1.0.xlsx,Instructions,4,1,no,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Instructions,4,1,yes,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Assets,6,6,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_C_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Assets.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,DataFlows,6,6,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_C_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__DataFlows.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Threats,7,11,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_C_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Threats.csv
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Threat_Model_STRIDE_v1.0.xlsx,Controls,6,6,yes,sheets/Submission_Build_v2.8_07_US_FDA_FDA_Submission_Folder_C_Cybersecurity_Uroflow_Threat_Model_STRIDE_v1.0__Controls.csv
