file_name,paragraph_count,table_count,heading_count,heading_preview
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_DesignControls_Execution_Pack_v1.0_RU.docx,59,4,14,1. Назначение | 2. Область применения | 3. Роли и ответственность (RACI) | 4. Иерархия документов QMS | 5. Управление документами и записями (Document & Record Control) | 6. План разработки и дизайн‑контроль (Design and Development Plan) | 6.1 Этапы и дизайн‑ревью | 6.2 Design Inputs (зафиксированные требования) | 6.3 Design Outputs (артефакты проекта) | 7. Верификация и валидация (V&V) | 8. Управление изменениями (Change Control) | 9. CAPA и жалобы
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_QMS_SOP_Pack_v1.0_RU.docx,124,13,15,"Введение | Список SOP | SOP-QMS-001 - Управление документами (Document Control) | SOP-QMS-002 - Управление записями (Record Control) | SOP-QMS-003 - Управление изменениями (Change Control, включая ML) | SOP-QMS-004 - Несоответствия и CAPA | SOP-QMS-005 - Работа с обращениями/жалобами | SOP-QMS-006 - Управление поставщиками (Supplier Management) | SOP-QMS-007 - Обучение и компетенции | SOP-QMS-008 - Постмаркетинговый надзор (PMS) | SOP-RISK-001 - Управление рисками (ISO 14971) | SOP-SW-001 - SDLC для SaMD/ML (IEC 62304-aligned)"
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_Software_Release_and_Update_Policy_v1.0_RU.docx,65,1,13,1. Цель | 2. Область применения | 3. Версионирование | 4. Типы релизов | 5. Release Governance (гейты) | 6. Acceptance Gates (обязательные проверки) | 6.1 Технические тесты | 6.2 ML/Алгоритм | 6.3 Безопасность | 6.4 Usability/HFE | 7. Политика обновления ML-моделей | 8. Распространение релизов
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Residual_Risk_and_BenefitRisk_v1.0_RU.docx,24,1,6,1. Контекст и предпосылки | 2. Клиническая польза (benefit) | 3. Остаточные риски (residual risks) | 3.1 Ключевые остаточные риски категории B (ALARP) | 4. Анализ польза–риск | 5. Заключение
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Risk_Management_Plan_ISO14971_v1.0_RU.docx,65,2,0,
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/5_Risk_Management/Uroflow_Risk_Management_Report_ISO14971_v1.0_RU.docx,28,1,8,1. Резюме | 2. Объект оценки | 3. Использованные входные данные | 4. Итоги по управлению рисками | 5. Проверка мер управления | 6. Оценка остаточного риска и вывод | 7. Дальнейшие действия (до релиза и после) | 8. Утверждение
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Bench_SOP_BOM_v1.0.docx,76,3,16,1. Назначение и область применения | 2. Краткая архитектура стенда | 3. Измерительные каналы и ключевые формулы | 4. Состав стенда (BOM) - кратко | 5. Сборка стенда | 5.1 Механическая часть | 5.2 Электроника и логирование | 6. Калибровка | 6.1 Калибровка весового канала (m(t)) | 6.2 Калибровка генератора потока | 6.3 Проверка синхронизации | 7. Процедура испытания (один прогон)
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Clinical_Protocol_v1.0_EN.docx,99,3,35,1. Administrative information | 2. Abbreviations and definitions | 3. Background and objectives | 3.1 Background | 3.2 Objectives | 4. Endpoints | 4.1 Primary endpoints | 4.2 Secondary endpoints | 5. Study design | 5.1 Reference method | 5.2 Index test (smartphone app) | 6. Study population
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Cybersecurity_Engineering_File_v1.0_RU.docx,59,1,15,1. Цель | 2. Границы системы и допущения | 3. Активы и классификация данных | 4. Архитектура и потоки данных | 5. Моделирование угроз (Threat Modeling) | 6. Требования к безопасности (Security Requirements) | 6.1 Защита данных на устройстве | 6.2 Безопасность передачи данных | 6.3 Целостность модели и обновлений | 6.4 Защита от компрометации среды | 6.5 Управление зависимостями и SBOM | 7. Верификация и валидация безопасности
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_EU_MDR_Clinical_Evaluation_Plan_CEP_v1.0_EN.docx,36,1,18,1. Purpose | 2. Device identification and description | 2.1 Device name and configuration | 2.2 Intended purpose and target population | 2.3 Clinical benefits and clinical questions | 3. Clinical evaluation scope and classification assumptions | 4. State of the art and background | 5. Clinical data sources | The clinical evaluation will be based on the following clinical data sources: | 6. Literature search strategy | 7. Equivalence considerations | 8. Clinical investigation plan
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_EU_MDR_Clinical_Evaluation_Report_CER_v1.0_EN.docx,37,1,18,"0. Executive summary | 1. Device description | 1.1 Device overview | 1.2 Intended purpose and clinical claims | 1.3 Indications, contraindications, and limitations | 2. Clinical evaluation methodology | 2.1 Data sources and appraisal | 3. State of the art | 4. Clinical data | 4.1 Bench/analytical performance | 4.2 Clinical investigation results | 4.3 Literature review summary"
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_EU_MDR_Literature_Search_Protocol_LSP_v1.0_EN.docx,27,1,13,1. Objective | 2. Research questions | 3. Databases and sources | 4. Search strategy | 4.1 Timeframe and languages | 4.2 Core search strings (examples) | 5. Inclusion / exclusion criteria | 5.1 Inclusion | 5.2 Exclusion | 6. Screening and selection process | 7. Data extraction fields | 8. Quality appraisal
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Golden_Dataset_Acquisition_SOP_v1.0_RU.docx,46,1,10,"1. Цель | 2. Роли и ответственность | 3. Оборудование и ПО | 4. Условия приватности | 5. Позиционирование iPhone (универсальный режим 'в воду') | 6. Синхронизация во времени (обязательное требование) | 7. Проведение записи | 8. Выгрузка и структура хранения | 9. QA проверки (на площадке, ежедневно) | 10. Отклонения и инциденты"
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Golden_Dataset_Plan_v1.0_RU.docx,92,1,17,1. Назначение | 2. Область применения | 3. Термины и определения | 4. Цели датасета | 5. Требуемое покрытие (состав и разнообразие) | 6. Требования к эталонному урофлоуметру | 7. Требования к записи iPhone | 8. Синхронизация и выравнивание по времени | 9. Разметка и метки | 9.1 Клинический эталон | 9.2 Протокол и условия | 9.3 Артефакты и качество
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_HFE_Summative_Validation_Plan_v1.0_RU.docx,50,3,11,1. Цель | 2. Область применения | 3. Дизайн исследования | 4. Пользовательские группы и численность | 5. Условия и оборудование | 6. Критические задачи | 7. Сценарии и задания (Test Scripts) | 8. Метрики и сбор данных | 9. Критерии приемки (Pass/Fail Criteria) | 10. Управление отклонениями и изменения дизайна | 11. Выходные документы
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_HFE_Usability_Engineering_File_v1.0_RU.docx,51,4,16,"1. Цель и область применения | 2. Краткое описание изделия | 3. Спецификация использования (Use Specification) | 3.1 Предназначение (Intended use) и ограничения | 3.2 Предполагаемые пользователи | 3.3 Условия эксплуатации | 3.4 Предварительные условия и допущения | 4. Пользовательские сценарии (Use Scenarios) | 5. Анализ задач (Task Analysis) | 6. Критические задачи | 7. Анализ рисков, связанных с использованием (URRA) | 8. Стратегия снижения use-related рисков"
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_SAP_MethodComparison_v1.0.docx,97,3,28,0. Контроль версий и утверждение | 1. Область применения и контекст | 2. Цели исследования и гипотезы | 2.1. Основная цель | 2.2. Вторичные цели | 2.3. Формулировка гипотез | 3. Описание изделия и референсного метода | 4. Популяции анализа и наборы данных | 4.1. Единица анализа | 4.2. Наборы данных (analysis sets) | 4.3. Критерии качества и правила браковки | 5. Конечные точки и расчёт параметров
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Security_Test_Report_Template_v1.0_RU.docx,31,4,12,1. Резюме | 2. Область и границы (Scope) | 3. Активы и модель угроз | 4. Среда и конфигурация | 5. Методика и инструменты | 6. Критерии серьёзности | 7. Итоговая сводка находок | 8. Детальные находки | 9. Ретест и закрытие | 10. Остаточные риски и приемка | 11. Приложения | Контроль версий
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Smartphone_Algorithm_Spec_v1.1_Fusion_CoreML.docx,53,11,19,"1. Цель и область применения | 2. Входы, выходы и частоты | 3. Синхронизация потоков данных | 4. Препроцессинг и признаки | 4.1 Audio features | 4.2 Video features (ROI воды) | 4.3 Depth/Geometry features | 5. Двухмодельная архитектура (рекомендуется) | 5.1 Model A: Event segmentation + Quality | 5.2 Model B: Flow regression + uncertainty | 6. Sensor fusion: математическая схема (вариант B2) | 7. Физический фильтр и ограничения"
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Software_System_VV_Plan_v1.0_EN.docx,32,1,15,1. Purpose | 2. Scope | 3. Standards and guidance (reference list) | 4. V&V approach overview | 5. Test levels and artifacts | 5.1 Reviews | 5.2 Unit and integration testing | 5.3 System testing (functional) | 5.4 Performance testing (analytical) | 5.5 Clinical validation | 5.6 Usability/HFE validation | 5.7 Cybersecurity verification
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/6_Verification_and_Validation/Uroflow_Software_System_VV_Report_v1.0_EN.docx,33,2,16,1. Summary | 2. Release identification | 3. Scope | 4. Verification results | 4.1 Requirements and design reviews | 4.2 Unit / integration testing | 4.3 System functional testing | 5. Validation results | 5.1 Bench analytical validation | 5.2 Clinical validation | 5.3 Usability/HFE validation | 5.4 Cybersecurity validation
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMCF_Plan_v1.0_RU.docx,42,1,12,1. Цель | 2. Обоснование необходимости PMCF | 3. Цели PMCF | 4. Дизайн PMCF | 4.1 Компонент A: наблюдательное клиническое исследование (real‑world) | 4.2 Компонент B: сбор обратной связи клиницистов и usability | 4.3 Компонент C: мониторинг дрейфа производительности по данным PMS | 5. Популяция и выборка | 6. Анализ данных | 7. Управление изменениями | 8. Отчётность | 9. Этические и правовые аспекты
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PMS_Plan_EU_MDR_AnnexIII_v1.0_RU.docx,54,1,12,1. Цель | 2. Объект PMS | 3. Цели PMS | 4. Организация PMS и ответственности | 5. Источники данных PMS | 5.1 Реактивные источники | 5.2 Проактивные источники | 6. Методы сбора и анализа | 7. Vigilance и Field Safety Corrective Actions | 8. Выходные документы PMS | 9. Периодичность и обзоры | 10. Данные и приватность
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/Annex_III_PMS/Uroflow_PSUR_Template_v1.0_RU.docx,29,1,8,1. Идентификация изделия | 2. Резюме результатов PMS | 3. Данные о продажах/использовании | 4. Жалобы и инциденты | 5. FSCA/корректирующие действия | 6. Тренд‑анализ и сигналы безопасности | 7. Обновление benefit–risk | 8. Выводы и план действий
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Clinical_Evaluation_Plan_CEP_v1.0_EN.docx,36,1,18,1. Purpose | 2. Device identification and description | 2.1 Device name and configuration | 2.2 Intended purpose and target population | 2.3 Clinical benefits and clinical questions | 3. Clinical evaluation scope and classification assumptions | 4. State of the art and background | 5. Clinical data sources | The clinical evaluation will be based on the following clinical data sources: | 6. Literature search strategy | 7. Equivalence considerations | 8. Clinical investigation plan
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Clinical_Evaluation_Plan_CEP_v1.0_RU.docx,20,1,9,1. Цель | 2. Идентификация и описание изделия | 2.1 Наименование и конфигурация | 2.2 Intended use / назначение и популяция | 3. Объём клинической оценки | 4. Источники клинических данных | 5. План клинического исследования | 6. Deliverables | 7. Связь с риск-менеджментом и PMS/PMCF
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Clinical_Evaluation_Report_CER_v1.0_EN.docx,37,1,18,"0. Executive summary | 1. Device description | 1.1 Device overview | 1.2 Intended purpose and clinical claims | 1.3 Indications, contraindications, and limitations | 2. Clinical evaluation methodology | 2.1 Data sources and appraisal | 3. State of the art | 4. Clinical data | 4.1 Bench/analytical performance | 4.2 Clinical investigation results | 4.3 Literature review summary"
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Clinical_Evaluation_Report_CER_v1.0_RU.docx,22,1,10,0. Краткое резюме | 1. Описание изделия | 2. Intended purpose и клинические заявления | 3. Методология клинической оценки | 4. Клинические данные | 4.1 Стендовые/аналитические испытания | 4.2 Клиническое исследование | 4.3 Литература | 5. Оценка безопасности и эффективности | 6. Выводы и дальнейшие действия
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Design_and_Manufacturing_Information_v1.0_EN.docx,40,0,7,1. Overview | 2. Design controls and lifecycle | 3. Software development environment | 4. Configuration management | 5. Third-party software (SoUP) | 6. Distribution and installation | 7. Maintenance and post-market updates
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Device_Description_and_Specification_v1.0_EN.docx,32,1,6,1. Device identification | 2. Device overview | 3. Components and configuration | 4. Measurement outputs and specifications | 5. Clinical and technical limitations | 6. Accessories and interoperability
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Literature_Search_Protocol_LSP_v1.0_EN.docx,27,1,13,1. Objective | 2. Research questions | 3. Databases and sources | 4. Search strategy | 4.1 Timeframe and languages | 4.2 Core search strings (examples) | 5. Inclusion / exclusion criteria | 5.1 Inclusion | 5.2 Exclusion | 6. Screening and selection process | 7. Data extraction fields | 8. Quality appraisal
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Software_Architecture_Description_v1.0_EN.docx,50,0,7,1. Software overview | 2. System context | 3. High-level architecture | 4. Data flow (logical) | 5. Cybersecurity and privacy architecture | 6. SoUP inventory and controls | 7. References to controlled documents
Submission_Build_v2.8/06_EU_MDR/Uroflow_EU_MDR_Technical_Documentation_AnnexII_III_Pack_v1.0_EN.docx,56,0,13,1. Purpose and scope | 2. Intended use and claims guardrails | 3. Recommended Technical Documentation folder structure | 4. Annex II content map | 4.1 Device description and specification | 4.2 Information supplied by the manufacturer | 4.3 Design and manufacturing information | 4.4 GSPR checklist (Annex I) | 4.5 Risk management | 4.6 Product verification and validation | 5. Annex III content map | 6. EU-specific software documentation notes
Submission_Build_v2.8/06_EU_MDR/Uroflow_PMS_Plan_EU_MDR_AnnexIII_v1.0_RU.docx,54,1,12,1. Цель | 2. Объект PMS | 3. Цели PMS | 4. Организация PMS и ответственности | 5. Источники данных PMS | 5.1 Реактивные источники | 5.2 Проактивные источники | 6. Методы сбора и анализа | 7. Vigilance и Field Safety Corrective Actions | 8. Выходные документы PMS | 9. Периодичность и обзоры | 10. Данные и приватность
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/A_Administrative/Uroflow_Acceptance_Criteria_Lock_Record_v1.0_EN.docx,16,2,4,1. Source documents | 2. Locked thresholds (release v1.0) | 3. Change rules | 4. Approval (signatures)
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/A_Administrative/Uroflow_Claims_Lock_Record_v1.0_EN.docx,24,2,5,1. Intended use (baseline wording) | 2. Excluded claims (release v1.0) | 3. Claim Set A - regional wording | 4. Linked controlled documents | 5. Approval (signatures)
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_EU_MDR_Software_Architecture_Description_v1.0_EN.docx,50,0,7,1. Software overview | 2. System context | 3. High-level architecture | 4. Data flow (logical) | 5. Cybersecurity and privacy architecture | 6. SoUP inventory and controls | 7. References to controlled documents
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_FDA_Software_Documentation_Bundle_v1.0_EN.docx,53,0,11,1. Purpose | 2. Intended use guardrails | 3. Proposed software level of concern (LoC) - working assessment | 4. Software dossier structure | 5. Mapping to project controlled documents | 5.1 Software description and architecture | 5.2 Requirements and hazard analysis | 5.3 V&V and clinical performance | 5.4 Cybersecurity artifacts | 5.5 Configuration management and changes (including ML model updates) | 6. Submission readiness checklist
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_Software_System_VV_Plan_v1.0_EN.docx,32,1,15,1. Purpose | 2. Scope | 3. Standards and guidance (reference list) | 4. V&V approach overview | 5. Test levels and artifacts | 5.1 Reviews | 5.2 Unit and integration testing | 5.3 System testing (functional) | 5.4 Performance testing (analytical) | 5.5 Clinical validation | 5.6 Usability/HFE validation | 5.7 Cybersecurity verification
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/B_Software_Documentation/Uroflow_Software_System_VV_Report_v1.0_EN.docx,33,2,16,1. Summary | 2. Release identification | 3. Scope | 4. Verification results | 4.1 Requirements and design reviews | 4.2 Unit / integration testing | 4.3 System functional testing | 5. Validation results | 5.1 Bench analytical validation | 5.2 Clinical validation | 5.3 Usability/HFE validation | 5.4 Cybersecurity validation
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Cybersecurity_Engineering_File_v1.0_RU.docx,59,1,15,1. Цель | 2. Границы системы и допущения | 3. Активы и классификация данных | 4. Архитектура и потоки данных | 5. Моделирование угроз (Threat Modeling) | 6. Требования к безопасности (Security Requirements) | 6.1 Защита данных на устройстве | 6.2 Безопасность передачи данных | 6.3 Целостность модели и обновлений | 6.4 Защита от компрометации среды | 6.5 Управление зависимостями и SBOM | 7. Верификация и валидация безопасности
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_FDA_Cybersecurity_Submission_Package_v1.0_EN.docx,37,0,7,1. Scope | 2. System cybersecurity context | 3. Threat model and controls | 4. SBOM and SoUP | 5. Security testing and evidence | 6. Vulnerability management and incident response | 7. Artifact list (expected attachments)
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Security_Test_Report_Template_v1.0_RU.docx,31,4,12,1. Резюме | 2. Область и границы (Scope) | 3. Активы и модель угроз | 4. Среда и конфигурация | 5. Методика и инструменты | 6. Критерии серьёзности | 7. Итоговая сводка находок | 8. Детальные находки | 9. Ретест и закрытие | 10. Остаточные риски и приемка | 11. Приложения | Контроль версий
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Software_Release_and_Update_Policy_v1.0_RU.docx,65,1,13,1. Цель | 2. Область применения | 3. Версионирование | 4. Типы релизов | 5. Release Governance (гейты) | 6. Acceptance Gates (обязательные проверки) | 6.1 Технические тесты | 6.2 ML/Алгоритм | 6.3 Безопасность | 6.4 Usability/HFE | 7. Политика обновления ML-моделей | 8. Распространение релизов
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/C_Cybersecurity/Uroflow_Vulnerability_Disclosure_and_Incident_Response_v1.0_RU.docx,45,1,8,1. Назначение | 2. Каналы приема сообщений | 3. Обработка сообщений об уязвимостях (CVD) | 4. Реагирование на инциденты (IR) | 4.1 Процесс IR | 4.2 Уведомления | 5. Артефакты и записи | 6. Приложения (шаблоны)
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/D_Clinical_Performance/Uroflow_Clinical_Protocol_v1.0_EN.docx,99,3,35,1. Administrative information | 2. Abbreviations and definitions | 3. Background and objectives | 3.1 Background | 3.2 Objectives | 4. Endpoints | 4.1 Primary endpoints | 4.2 Secondary endpoints | 5. Study design | 5.1 Reference method | 5.2 Index test (smartphone app) | 6. Study population
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/D_Clinical_Performance/Uroflow_CSR_Template_v1.0.docx,82,4,38,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/D_Clinical_Performance/Uroflow_CSR_Template_v1.1_AUTOFILL.docx,103,4,39,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/D_Clinical_Performance/Uroflow_CSR_Template_v1.1_AUTOFILL_RU.docx,103,4,39,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/D_Clinical_Performance/Uroflow_SAP_MethodComparison_v1.0.docx,97,3,28,0. Контроль версий и утверждение | 1. Область применения и контекст | 2. Цели исследования и гипотезы | 2.1. Основная цель | 2.2. Вторичные цели | 2.3. Формулировка гипотез | 3. Описание изделия и референсного метода | 4. Популяции анализа и наборы данных | 4.1. Единица анализа | 4.2. Наборы данных (analysis sets) | 4.3. Критерии качества и правила браковки | 5. Конечные точки и расчёт параметров
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_QMS_SOP_Pack_v1.0_RU.docx,124,13,15,"Введение | Список SOP | SOP-QMS-001 - Управление документами (Document Control) | SOP-QMS-002 - Управление записями (Record Control) | SOP-QMS-003 - Управление изменениями (Change Control, включая ML) | SOP-QMS-004 - Несоответствия и CAPA | SOP-QMS-005 - Работа с обращениями/жалобами | SOP-QMS-006 - Управление поставщиками (Supplier Management) | SOP-QMS-007 - Обучение и компетенции | SOP-QMS-008 - Постмаркетинговый надзор (PMS) | SOP-RISK-001 - Управление рисками (ISO 14971) | SOP-SW-001 - SDLC для SaMD/ML (IEC 62304-aligned)"
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_Risk_Management_Plan_ISO14971_v1.0_RU.docx,65,2,0,
Submission_Build_v2.8/07_US_FDA/FDA_Submission_Folder/E_Risk_QMS/Uroflow_Risk_Management_Report_ISO14971_v1.0_RU.docx,28,1,8,1. Резюме | 2. Объект оценки | 3. Использованные входные данные | 4. Итоги по управлению рисками | 5. Проверка мер управления | 6. Оценка остаточного риска и вывод | 7. Дальнейшие действия (до релиза и после) | 8. Утверждение
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Cybersecurity_Submission_Package_v1.0_EN.docx,37,0,7,1. Scope | 2. System cybersecurity context | 3. Threat model and controls | 4. SBOM and SoUP | 5. Security testing and evidence | 6. Vulnerability management and incident response | 7. Artifact list (expected attachments)
Submission_Build_v2.8/07_US_FDA/Uroflow_FDA_Software_Documentation_Bundle_v1.0_EN.docx,53,0,11,1. Purpose | 2. Intended use guardrails | 3. Proposed software level of concern (LoC) - working assessment | 4. Software dossier structure | 5. Mapping to project controlled documents | 5.1 Software description and architecture | 5.2 Requirements and hazard analysis | 5.3 V&V and clinical performance | 5.4 Cybersecurity artifacts | 5.5 Configuration management and changes (including ML model updates) | 6. Submission readiness checklist
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Cybersecurity_Engineering_File_v1.0_RU.docx,59,1,15,1. Цель | 2. Границы системы и допущения | 3. Активы и классификация данных | 4. Архитектура и потоки данных | 5. Моделирование угроз (Threat Modeling) | 6. Требования к безопасности (Security Requirements) | 6.1 Защита данных на устройстве | 6.2 Безопасность передачи данных | 6.3 Целостность модели и обновлений | 6.4 Защита от компрометации среды | 6.5 Управление зависимостями и SBOM | 7. Верификация и валидация безопасности
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Security_Test_Report_Template_v1.0_RU.docx,31,4,12,1. Резюме | 2. Область и границы (Scope) | 3. Активы и модель угроз | 4. Среда и конфигурация | 5. Методика и инструменты | 6. Критерии серьёзности | 7. Итоговая сводка находок | 8. Детальные находки | 9. Ретест и закрытие | 10. Остаточные риски и приемка | 11. Приложения | Контроль версий
Submission_Build_v2.8/08_Privacy_and_Security/Cybersecurity/Uroflow_Vulnerability_Disclosure_and_Incident_Response_v1.0_RU.docx,45,1,8,1. Назначение | 2. Каналы приема сообщений | 3. Обработка сообщений об уязвимостях (CVD) | 4. Реагирование на инциденты (IR) | 4.1 Процесс IR | 4.2 Уведомления | 5. Артефакты и записи | 6. Приложения (шаблоны)
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Data_Privacy_Architecture_v1.0_EN.docx,39,1,11,1. Purpose | 2. Data classes | 3. Default architecture (on-device) | 4. Optional cloud synchronization | 5. Consent and settings | 6. Regional considerations (high-level) | 6.1 Russia | 6.2 European Union | 6.3 United States | 6.4 China | 7. Retention and deletion
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_Data_Privacy_Architecture_v1.0_RU.docx,39,1,11,1. Цель | 2. Классы данных | 3. Архитектура по умолчанию (on-device) | 4. Опциональная облачная синхронизация | 5. Согласия и настройки | 6. Региональные особенности (обзор) | 6.1. Россия | 6.2. Европейский Союз | 6.3. США | 6.4. Китай | 7. Ретеншн и удаление
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_DPIA_GDPR_v1.0_EN.docx,30,1,14,1. Processing overview | 2. Description of processing | 2.1 Purposes | 2.2 Categories of data subjects | 2.3 Categories of personal data | 2.4 Special category data | 2.5 Lawful basis | 2.6 Data flows and storage locations | 2.7 Retention | 3. Necessity and proportionality | 4. Risk assessment | 5. Measures to address risks
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_PIPL_SensitivePI_Checklist_v1.0_EN.docx,11,2,4,1. Scope | 2. Sensitive personal information (SPI) | 3. Key requirements checklist | 4. Design recommendations (product)
Submission_Build_v2.8/08_Privacy_and_Security/Privacy/Uroflow_RU_152FZ_Data_Localization_Compliance_Note_v1.0_RU.docx,13,1,5,1. Назначение документа | 2. Принцип архитектуры для РФ | 3. Категории данных и риски | 4. Технические и организационные меры | 5. Вывод
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Summative_Validation_Plan_v1.0_RU.docx,50,3,11,1. Цель | 2. Область применения | 3. Дизайн исследования | 4. Пользовательские группы и численность | 5. Условия и оборудование | 6. Критические задачи | 7. Сценарии и задания (Test Scripts) | 8. Метрики и сбор данных | 9. Критерии приемки (Pass/Fail Criteria) | 10. Управление отклонениями и изменения дизайна | 11. Выходные документы
Submission_Build_v2.8/09_HFE_Usability/Uroflow_HFE_Summative_Validation_Report_Template_v1.0_RU.docx,56,7,17,"1. Резюме (Executive Summary) | 2. Описание изделия и интерфейса | 3. Пользователи и среда применения | 4. Нормативные и методические основания | 5. Критические задачи и use-related риски | 6. Дизайн суммативного исследования | 7. Участники | 8. Среда тестирования и оборудование | 9. Обучение и материалы (IFU/инструкции) | 10. Сценарии, задачи и критерии успеха | 11. Сбор данных и метрики | 12. Результаты"
